Mч,Tч,Si_ч,Mn_ч,C_ч,P_ч,S_ч,Mл,Si_л,Mn_л,C_л,P_л,S_л,М_ф1,М_ф2,М_ф3,М_ф3,М_ф3,М_мш,tд,Vд,Мм,Tм,Si_м,Mn_м,C_м,P_м,S_м,tM,Mш
302,1368,0.47,0.28,4.64,0.067,0.021,109,0.2,0.6,0.2,0.02,0.02,16069,2233,1548,4205,0,1.51,18.45,20767,372.78,1664,0.003,0.052,0.036,0.01,0.03,4.7,47.4
302,1382,0.4487,0.2653,4.716,0.0631,0.0202,112,0.188175,0.632964,0.170086,0.017548,0.01723,20076,1595,1557,4161,0,1.51,19.87,22499,375.5,1602,0.003,0.093,0.064,0.008,0.016,4.8,47.2
302,1444,0.51,0.26,4.88,0.062,0.018,111,0.185744,0.585945,0.176434,0.018097,0.018102,22059,2942,1550,4190,0,1.51,19.57,21921,374.59,1634,0.003,0.072,0.055,0.008,0.022,4.6,50.6
290,1402,0.5597,0.2738,4.8272,0.0634,0.0157,90,0.171636,0.569583,0.158451,0.016853,0.016853,22047,8605,1556,4133,0,1.45,18.48,20711,344.66,1667,0.012,0.086,0.067,0.008,0.017,4.1,48.7
290,1419,0.5483,0.281,4.7131,0.0622,0.0162,90,0.171587,0.570795,0.154285,0.016341,0.01635,22089,5911,1553,4037,0,1.45,24.83,20712,344.66,1666,0.003,0.05,0.042,0.005,0.015,4.5,47.7
302,1429,0.6151,0.2697,4.8021,0.0624,0.0164,112,0.190547,0.590567,0.18369,0.018645,0.01865,16933,2841,992,3987,0,1.51,18.28,20602,375.5,1646,0.004,0.085,0.06,0.011,0.021,4.9,55.1
300,1440,0.5933,0.2567,4.87,0.0583,0.0143,110,0.188222,0.594588,0.142078,0.015535,0.015538,14036,2825,991,3919,0,1.5,17.93,20183,371.87,1643,0.003,0.087,0.072,0.01,0.022,5.1,53
291,1439,0.52,0.2469,4.9831,0.0574,0.0196,90,0.175244,0.576518,0.159995,0.01684,0.016847,23929,6368,1044,3932,0,1.455,17.9,20209,345.57,1639,0.003,0.059,0.037,0.006,0.02,3.8,46.8
302,1393,0.43,0.24,4.81,0.06,0.021,110,0.1913,0.591412,0.185655,0.018843,0.018846,20396,2771,1056,3902,0,1.51,18.37,20600,373.68,1636,0.005,0.067,0.053,0.01,0.025,4.7,46.1
299,1446,0.54,0.24,0,0.057,0.021,112,0.194634,0.593759,0.191063,0.01925,0.019253,16407,5727,1590,4042,0,1.495,19.3,21651,372.78,1669,0.004,0.069,0.047,0.008,0.021,4.6,51.7
302,1378,0.44,0.27,4.67,0.062,0.019,113,0.177108,0.548423,0.170914,0.017341,0.017345,16402,1649,207,3270,0,1.51,52.17,22951,376.41,1706,0.003,0.063,0.042,0.007,0.015,0.3,45.9
311,1368,0.39,0.29,4.65,0.068,0.021,110,0.229818,1.356364,0.097455,0.012,0.006691,20419,3491,995,2667,0,1.555,28.83,23010,381.85,1627,0.002,0.058,0.064,0.003,0.012,9.6,45.3
300,1415,0.509,0.255,4.902,0.0603,0.0189,110,0.199273,0.597818,0.199273,0.019927,0.019927,16401,1663,112,4255,0,1.5,18.82,21098,371.87,1629,0.002,0.076,0.049,0.008,0.018,10.5,49.1
300,1392,0.45,0.28,4.64,0.063,0.02,110,0.2,0.6,0.2,0.02,0.02,14380,2884,0,4245,0,1.5,19.13,21662,371.87,1666,0.004,0.1,0.061,0.011,0.022,10.5,46.1
301,1413,0.7,0.2918,4.6386,0.0662,0.0216,109,0.141607,0.480963,0.12807,0.013842,0.013842,16394,6770,0,4245,0,1.505,56.15,20635,371.87,1652,0.024,0.069,0.047,0.01,0.022,9.8,58.2
302,1402,0.4562,0.2427,4.8262,0.0556,0.0231,110,0.174611,0.572506,0.160673,0.016895,0.0169,14043,1225,0,4298,0,1.51,17.85,19288,373.68,1635,0.003,0.07,0.056,0.011,0.028,9.5,45.8
302,1362,0.47,0.27,4.64,0.065,0.03,111,0.146947,0.495089,0.13037,0.013926,0.013934,12046,1332,0,4242,0,1.51,18.28,20120,374.59,1619,0.004,0.061,0.047,0.02,0.032,9.5,45.8
289,1420,0.4019,0.2287,4.5278,0.0533,0.0305,91,0.17741,0.578984,0.16246,0.016991,0.016999,22057,2216,0,4363,0,1.445,16.8,19039,344.66,1638,0.003,0.067,0.038,0.006,0.01,8.6,40.2
290,1428,0.5917,0.2831,4.8455,0.0655,0.0283,92,0.191008,0.592705,0.183878,0.018675,0.01868,22093,4987,0,4357,0,1.45,28.37,21122,346.47,1677,0.004,0.075,0.051,0.007,0.014,8.3,50.1
300,1372,0.6453,0.2967,4.5827,0.0645,0.016,109,0.153,0.596789,0.121569,0.014064,0.013729,14061,4676,0,4348,0,1.5,18.9,20914,370.96,1670,0.004,0.074,0.043,0.01,0.016,9.5,54.9
303,1409,0.45,0.23,4.95,0.056,0.028,111,0.191816,0.593252,0.185366,0.018796,0.018801,14017,4050,0,2967,0,1.515,18.72,21127,375.5,1656,0.003,0.067,0.044,0.009,0.021,9.4,46.3
305,1382,0.63,0.3,4.79,0.067,0.021,105,0.128122,0.5255,0.09409,0.012011,0.012011,14034,2116,0,4325,0,1.525,18.05,20131,371.87,1651,0.004,0.093,0.081,0.013,0.018,9.6,53.1
307,1370,0.55,0.29,4.87,0.065,0.027,107,0.192765,0.591915,0.187831,0.018982,0.018985,14034,1006,0,4332,0,1.535,24.65,22032,375.5,1613,0.003,0.067,0.053,0.009,0.031,9.3,50.6
305,1412,0.5446,0.2546,4.7613,0.0604,0.0274,106,0.403109,0.525562,1.136611,0.029857,0.019362,14034,2018,0,4285,0,1.525,18.27,20578,372.78,1631,0.008,0.163,0.155,0.035,0.043,10.6,53.8
295,1440,0.54,0.24,4.81,0.061,0.026,115,0.198165,0.59824,0.196809,0.019735,0.019736,20380,5158,0,3917,0,1.475,19.17,21191,371.87,1672,0.003,0.062,0.049,0.009,0.031,9,52.2
301,1420,0.54,0.23,4.85,0.056,0.022,112,0.174697,0.57379,0.160168,0.016852,0.016858,20353,5875,0,3930,0,1.505,18.68,20757,374.59,1670,0.002,0.084,0.058,0.006,0.024,9.8,51.8
292,1423,0.606,0.254,4.8227,0.0575,0.0239,92,0.176887,0.57605,0.163004,0.017044,0.017051,20359,3466,0,4103,0,1.46,18.52,20689,348.29,1660,0.003,0.066,0.054,0.004,0.021,8.8,50.3
299,1381,0.5998,0.31,4.6701,0.067,0.0245,110,0.349714,0.558832,0.586623,0.023664,0.018213,18375,4888,0,4296,0,1.495,18.98,21257,370.96,1638,0.007,0.105,0.063,0.012,0.028,9.7,57
299,1418,0.53,0.22,0,0.057,0.023,110,0.194668,0.640741,0.180941,0.018455,0.018127,16378,4581,0,4220,0,1.495,18.22,20183,370.96,1646,0.003,0.082,0.057,0.01,0.023,9.5,50.4
302,1398,0.636,0.2862,4.6876,0.062,0.0217,112,0.196436,0.595123,0.194329,0.019518,0.019519,16373,4204,0,4209,0,1.51,20,22288,375.5,1659,0.006,0.09,0.059,0.011,0.031,10.2,56.3
302,1423,0.4,0.21,4.97,0.051,0.029,112,0.199199,0.642082,0.189788,0.019169,0.018844,14378,5798,0,4305,0,1.51,19.02,21614,375.5,1605,0.003,0.082,0.056,0.005,0.025,9.3,44.6
292,1439,0.44,0.22,4.98,0.055,0.032,91,0.199121,0.597363,0.199121,0.019912,0.019912,19902,6178,0,4344,0,1.46,18.3,20393,347.38,1638,0.004,0.066,0.039,0.006,0.029,7.9,42.8
302,1425,0.6689,0.3032,4.7237,0.0636,0.0187,110,0.19336,0.59363,0.188451,0.019043,0.019046,15911,4427,0,4371,0,1.51,18.52,20364,373.68,1667,0.003,0.094,0.051,0.012,0.02,8.5,57.5
302,1402,0.5778,0.2817,4.8129,0.0619,0.0208,112,0.187646,0.589326,0.178895,0.0183,0.018305,15924,4382,0,4361,0,1.51,18.18,21229,375.5,1646,0.004,0.094,0.069,0.01,0.023,8.7,53.2
310,1370,0.3661,0.2923,4.7684,0.0614,0.0216,102,0.185822,0.586799,0.175195,0.017947,0.017955,15916,494,0,4401,0,1.55,18.2,21203,373.68,1628,0.005,0.105,0.069,0.011,0.025,8.6,40.7
300,1421,0.5533,0.2617,4.785,0.0562,0.0168,111,0.187908,0.587297,0.179368,0.018281,0.018287,15988,1010,0,4304,0,1.5,26.8,20649,372.78,1636,0.003,0.102,0.082,0.013,0.033,8.6,51.1
290,1445,0.53,0.25,4.81,0.057,0.021,91,0.240735,1.638198,0.058935,0.00899,0.001698,20000,3053,0,4370,0,1.45,27.9,21181,345.57,1670,0.004,0.203,0.12,0.009,0.012,7.3,47.1
290,1421,0.53,0.271,4.8528,0.0594,0.0219,90,0.170469,0.571851,0.153278,0.016359,0.016365,20016,2027,0,4324,0,1.45,17.45,20451,344.66,1652,0.004,0.069,0.046,0.008,0.029,7.1,45.7
285,1432,0.5677,0.2697,4.8275,0.0602,0.0218,95,0.23556,1.584768,0.060966,0.009177,0.002246,20052,5052,0,4329,0,1.425,17.83,20502,344.66,1660,0.165,1.53,0.051,0.008,0.005,7.3,49.5
280,1435,0.5475,0.2675,4.665,0.0605,0.0225,100,0.229391,1.523975,0.062863,0.009339,0.002806,20029,4045,0,4302,0,1.4,18.32,20440,344.66,1681,0.005,0.158,0.066,0.007,0.013,7.5,48.8
301,1387,0.5237,0.3133,4.77,0.0627,0.0177,109,0.199222,0.59883,0.198941,0.019916,0.019916,16256,3998,0,4242,0,1.505,18.58,20903,371.87,1630,0.002,0.073,0.05,0.009,0.021,8.4,50.1
303,1350,0.45,0.24,4.97,0.058,0.028,111,0.127654,0.523581,0.093746,0.011968,0.011968,14099,1995,0,4312,0,1.515,17.1,19181,375.5,1597,0.003,0.092,0.05,0.008,0.017,7.7,45
290,1435,0.4166,0.2483,4.7976,0.0567,0.0259,90,0.176335,0.795336,0.119055,0.013291,0.01148,22138,3951,0,4341,0,1.45,17.87,20230,344.66,1679,0.005,0.074,0.04,0.006,0.011,6.6,41
302,1436,0.5799,0.2534,4.8427,0.0563,0.0203,110,0.128465,0.526909,0.094342,0.012044,0.012044,14065,4184,0,4381,0,1.51,17.47,20473,373.68,1651,0.003,0.096,0.077,0.006,0.013,7.6,51.6
301,1385,0.519,0.2445,4.73,0.0576,0.0244,111,0.200721,0.602162,0.200721,0.020072,0.020072,12057,4766,0,4388,0,1.505,17.8,20835,373.68,1643,0.007,0.103,0.095,0.026,0.034,7.4,49.7
313,1361,0.5568,0.2781,4.6032,0.0586,0.0257,101,0.329891,0.546899,0.548176,0.022028,0.016866,7993,2017,0,4307,0,1.565,25.45,20542,375.5,1650,0.004,0.076,0.067,0.013,0.027,8.2,51.9
301,1394,0.4981,0.262,4.8937,0.0564,0.0286,111,0.190214,0.589141,0.183511,0.018621,0.018626,28018,4110,0,4359,0,1.505,23.58,20810,373.68,1608,0.003,0.038,0.036,0.012,0.032,6.7,50.8
291,1397,0.65,0.29,4.51,0.064,0.03,90,0.128569,0.527333,0.094418,0.012053,0.012053,23017,3084,0,4303,0,1.455,17.15,19990,345.57,1679,0.005,0.091,0.041,0.009,0.012,6.6,51.6
292,1394,0.5109,0.2811,4.6911,0.0615,0.0259,90,0.128427,0.52675,0.094313,0.01204,0.01204,20039,2029,0,4359,0,1.46,16.93,19823,346.47,1626,0.148,1.28,0.045,0.006,0.005,6.5,44.4
305,1391,0.4967,0.2657,4.6708,0.0573,0.0289,105,0.370783,0.619738,0.617672,0.024893,0.018831,14022,3058,0,4296,0,1.525,17.42,20389,371.87,1635,0.004,0.115,0.092,0.012,0.017,7.3,50.8
303,1441,0.5803,0.2601,4.66,0.06,0.0175,110,0.185438,0.58505,0.176782,0.018153,0.018157,16007,4216,0,4300,0,1.515,24.28,20272,374.59,1669,0.003,0.071,0.055,0.01,0.016,7.2,53
301,1370,0.4518,0.269,4.62,0.0603,0.0317,113,0.188359,0.633748,0.171412,0.017729,0.017411,14011,2571,0,4309,0,1.505,17.78,20269,375.5,1592,0.003,0.075,0.046,0.01,0.027,7.1,46.5
302,1410,0.4838,0.26,4.7053,0.0608,0.0302,111,0.19342,0.593688,0.188555,0.019051,0.019055,12037,979,0,4239,0,1.51,17.97,20669,374.59,1628,0.004,0.068,0.047,0.01,0.028,6.8,47.3
290,1442,0.65,0.26,4.66,0.058,0.016,92,0.167531,0.568051,0.147398,0.015808,0.015818,20062,5948,0,4157,0,1.45,21.08,19346,346.47,1660,0.004,0.083,0.043,0.012,0.028,6.6,52.4
311,1377,0.39,0.3,4.68,0.063,0.023,102,0.21191,1.144095,0.107998,0.012725,0.008829,14004,3985,0,4317,0,1.555,17.65,19922,374.59,1638,0.004,0.105,0.071,0.01,0.015,8.5,42.6
300,1432,0.66,0.26,4.67,0.059,0.016,111,0.192149,0.591365,0.186743,0.018892,0.018896,14021,7469,0,4579,0,1.5,18.72,20800,372.78,1667,0.003,0.083,0.048,0.013,0.026,7.3,57.2
301,1439,0.49,0.25,4.73,0.057,0.022,111,0.196188,0.597814,0.192837,0.019419,0.019421,16379,4720,0,4196,0,1.505,19.1,21342,373.68,1674,0.005,0.123,0.052,0.012,0.025,7.2,48.8
303,1418,0.4637,0.2592,4.4937,0.0581,0.0259,110,0.194772,0.595355,0.190772,0.019238,0.019241,20414,3595,0,4108,0,1.515,19.8,22127,374.59,1652,0.003,0.061,0.045,0.005,0.017,6.8,47.9
311,1362,0.45,0.27,4.72,0.06,0.029,103,0.189687,0.638453,0.172503,0.017785,0.017436,20416,4350,0,4151,0,1.555,19.38,21588,375.5,1620,0.004,0.096,0.052,0.009,0.024,7,46.5
309,1365,0.44,0.28,4.57,0.063,0.027,99,0.19899,0.59697,0.19899,0.019899,0.019899,18404,3305,0,4172,0,1.545,18.58,20825,370.06,1647,0.004,0.049,0.039,0.005,0.017,6.3,44.8
300,1387,0.47,0.29,4.93,0.062,0.027,100,0.189721,0.590139,0.182121,0.018518,0.018524,14355,3738,0,3222,0,1.5,23.48,18939,362.8,1574,0.004,0.06,0.044,0.018,0.036,6.6,45
309,1425,0.63,0.25,4.98,0.055,0.022,99,0.192005,0.592742,0.185944,0.018838,0.018843,14367,4594,0,4123,0,1.545,19.28,21257,370.06,1661,0.005,0.064,0.035,0.015,0.029,6.5,54
311,1368,0.4821,0.2748,4.7066,0.061,0.0244,101,0.199978,0.649921,0.189305,0.019151,0.018791,16014,0,0,4267,0,1.555,18.62,20837,373.68,1707,0.005,0.068,0.037,0.01,0.012,5.1,46.7
312,1365,0.36,0.28,4.59,0.063,0.033,100,0.184758,0.636445,0.164224,0.017162,0.016803,14084,2023,0,4353,0,1.56,18.43,20597,373.68,1642,0.004,0.054,0.04,0.009,0.022,6,40.1
311,1365,0.3948,0.29,4.5901,0.0635,0.033,101,0.128253,0.52604,0.094186,0.012024,0.012024,14076,2017,0,4263,0,1.555,44.55,20931,373.68,1624,0.006,0.057,0.032,0.018,0.019,6.7,41
295,1318,0.52,0.3,4.63,0.063,0.033,102,0.127624,0.523456,0.093724,0.011965,0.011965,12067,645,0,4163,0,1.475,17.5,19098,360.08,1631,0.004,0.084,0.038,0.014,0.017,6.6,45.7
303,1376,0.525,0.2753,4.7785,0.0595,0.0261,111,0.18018,0.578649,0.170991,0.017802,0.017802,12069,43,0,4327,0,1.515,17.9,19958,375.5,1668,0.004,0.114,0.05,0.018,0.023,7,49.1
305,1364,0.44,0.3,4.6,0.059,0.022,71,0.12782,0.524261,0.093868,0.011983,0.011983,20094,23,0,4373,0,1.525,18.33,19855,341.03,1699,0.005,0.11,0.041,0.01,0.008,6,38.3
302,1401,0.4174,0.2752,4.6197,0.0578,0.0297,111,0.188322,0.589532,0.179421,0.0183,0.018307,14069,439,0,4265,0,1.51,18.4,20418,374.59,1614,0.004,0.086,0.058,0.009,0.02,6.8,44.2
302,1368,0.6801,0.2652,4.5921,0.0577,0.0147,112,0.16757,0.567284,0.149848,0.016107,0.016112,16370,3341,0,4322,0,1.51,18.87,20852,375.5,1628,0.005,0.087,0.064,0.009,0.019,6.4,57.8
299,1414,0.49,0.24,4.63,0.051,0.023,112,0.197097,0.641887,0.185472,0.018826,0.018503,14394,2163,0,4672,0,1.495,19.55,21541,372.78,1651,0.005,0.116,0.048,0.009,0.014,6.3,48.2
298,1421,0.4471,0.2581,4.5799,0.0544,0.0228,110,0.158153,0.555341,0.138649,0.015356,0.015356,14297,4237,0,4460,0,1.49,18.6,20514,370.06,1636,0.006,0.121,0.064,0.01,0.019,6.8,45.3
303,1366,0.5215,0.2677,4.6254,0.0584,0.0213,111,0.194897,0.594737,0.191258,0.019272,0.019275,14383,3287,0,4583,0,1.515,18.98,21196,375.5,1650,0.008,0.077,0.038,0.004,0.02,6,50.1
292,1432,0.47,0.25,4.69,0.053,0.023,89,0.154517,0.553062,0.132933,0.014944,0.014944,18140,5491,0,4480,0,1.46,18.02,19935,345.57,1815,0.007,0.071,0.043,0.007,0.024,6.1,42.9
290,1449,0.4667,0.24,4.9329,0.0502,0.0227,92,0.194061,0.591685,0.19177,0.019352,0.019352,18165,4401,0,4520,0,1.45,17.3,19329,346.47,1644,0.004,0.088,0.041,0.009,0.024,5.8,43.5
290,1379,0.5628,0.3366,4.6035,0.0627,0.0179,92,0.194757,0.594538,0.19228,0.019417,0.019417,18195,2630,0,4530,0,1.45,17.98,19983,346.47,1663,0.01,0.128,0.064,0.018,0.024,5.9,47.9
303,1393,0.4542,0.2798,4.607,0.0579,0.0216,108,0.18977,0.591698,0.181659,0.018492,0.018498,14177,1641,0,4501,0,1.515,18.83,20929,372.78,1640,0.004,0.092,0.079,0.01,0.023,6.3,45.8
302,1397,0.47,0.31,4.99,0.06,0.022,112,0.192427,0.591277,0.187355,0.01894,0.018943,14169,3114,0,4496,0,1.51,18.3,20509,375.5,1651,0.007,0.115,0.076,0.016,0.033,6.1,47.5
302,1378,0.3564,0.2659,4.5608,0.055,0.029,113,0.176421,0.575911,0.162709,0.017053,0.017058,12107,1107,0,4505,0,1.51,18.27,20707,376.41,1596,0.004,0.083,0.08,0.012,0.041,6.7,41.1
301,1370,0.34,0.2745,4.5524,0.0565,0.0297,111,0.193434,0.593514,0.190249,0.019268,0.019268,12124,1651,0,4524,0,1.505,17.67,19936,373.68,1631,0.004,0.089,0.059,0.011,0.029,6.4,40.3
290,1366,0.53,0.25,4.75,0.053,0.023,93,0.192862,0.592714,0.187744,0.01898,0.018984,16183,2883,0,4616,0,1.45,19.3,21462,347.38,1619,0.004,0.076,0.064,0.009,0.032,6.1,46.2
302,1396,0.4164,0.2635,4.7656,0.0564,0.0257,110,0.191299,0.592766,0.184463,0.018721,0.018727,15092,3980,0,4663,0,1.51,18.3,20293,373.68,1648,0.004,0.085,0.05,0.011,0.028,6,44.7
292,1367,0.4,0.25,4.57,0.055,0.028,91,0.165978,0.56456,0.149912,0.01622,0.01622,20170,2747,0,4537,0,1.46,27,20953,347.38,1663,0.004,0.075,0.046,0.004,0.018,5.7,39.9
303,1418,0.37,0.25,4.55,0.054,0.029,111,0.183946,0.584432,0.173676,0.017892,0.017897,12084,1632,0,4559,0,1.515,17.7,19920,375.5,1637,0.003,0.099,0.054,0.008,0.023,6.3,41.7
297,1320,0.44,0.25,4.62,0.054,0.03,85,0.186086,0.587612,0.175451,0.017973,0.017981,20145,6037,0,4563,0,1.485,26.17,22010,346.47,1646,0.004,0.068,0.058,0.007,0.024,5.2,41.9
291,1422,0.5817,0.3098,4.6045,0.0594,0.017,91,0.235851,1.585945,0.061182,0.009204,0.002273,20156,9322,0,4544,0,1.455,19.68,22522,346.47,1651,0.003,0.114,0.072,0.005,0.01,4.9,50.6
292,1394,0.46,0.2915,4.6308,0.0585,0.0239,89,0.189818,1.000135,0.104339,0.01189,0.008461,20162,7599,0,4508,0,1.46,23.93,20222,345.57,1619,0.003,0.065,0.053,0.003,0.012,5.1,43.5
302,1419,0.63,0.29,4.56,0.055,0.015,112,0.199107,0.597321,0.199107,0.019911,0.019911,12114,7761,0,4446,0,1.51,18.65,20491,375.5,1695,0.003,0.115,0.078,0.004,0.007,5.9,56
300,1438,0.5697,0.2752,4.61,0.054,0.0195,112,0.213928,1.184163,0.103631,0.012401,0.008227,14062,1006,0,4396,0,1.5,34.25,20502,373.68,1588,0.003,0.083,0.065,0.003,0.009,5.1,52.3
300,1450,0.58,0.27,0,0.054,0.021,110,0.199818,0.599455,0.199818,0.019982,0.019982,14049,7081,0,4358,0,1.5,18.55,20889,371.87,1647,0.007,0.1,0.06,0.009,0.015,5.1,53.1
0,0,0,0,0,0,0,110,0.162138,0.561273,0.144087,0.015789,0.015789,16018,0,0,4383,0,0,18.42,20757,99.77,1642,0.004,0.119,0.081,0.013,0.024,5.6,23
300,1415,0.6227,0.298,4.704,0.0591,0.0181,109,0.200367,0.601101,0.200367,0.020037,0.020037,16012,865,0,2753,0,1.5,27.95,21103,370.96,1663,0.006,0.115,0.066,0.015,0.025,5.3,54.1
301,1408,0.527,0.298,4.8231,0.061,0.0197,110,0.197919,0.598375,0.196247,0.019692,0.019693,14030,1301,0,4147,0,1.505,17.75,19921,372.78,1646,0.006,0.114,0.07,0.015,0.02,5.1,49.6
300,1419,0.621,0.267,4.715,0.0579,0.0202,110,0.194738,0.594952,0.190847,0.019241,0.019244,14028,4653,0,4317,0,1.5,18.93,21079,371.87,1667,0.009,0.119,0.078,0.017,0.027,5.2,54.7
302,1400,0.5581,0.3261,4.844,0.062,0.0168,112,0.180118,0.580085,0.168148,0.017471,0.017477,16346,5202,0,4434,0,1.51,18.8,21116,375.5,1647,0.006,0.131,0.053,0.012,0.023,5.3,52.3
302,1421,0.71,0.33,4.97,0.066,0.02,110,0.193115,0.593395,0.188024,0.019007,0.019011,18396,3237,0,4171,0,1.51,30.35,21447,373.68,1637,0.002,0.073,0.05,0.014,0.029,5,59.7
302,1394,0.4836,0.2882,4.6538,0.064,0.0252,113,0.190458,0.591207,0.183272,0.018616,0.018622,16388,3217,0,4615,0,1.51,19.9,22271,376.41,1584,0.002,0.067,0.053,0.006,0.029,5,48.7
301,1417,0.6415,0.2981,4.6125,0.0642,0.02,108,0.190537,0.592056,0.18313,0.018611,0.018617,14375,6209,0,4574,0,1.505,19.27,21582,370.96,1665,0.003,0.106,0.057,0.012,0.028,5.6,55.7
301,1411,0.6789,0.2718,4.6395,0.0609,0.0177,108,0.194991,0.595194,0.191287,0.019278,0.019281,18458,18351,0,4630,0,1.505,25.42,23142,370.96,1678,0.004,0.118,0.061,0.019,0.029,4.3,60.1
303,1408,0.6633,0.31,4.7079,0.0673,0.0228,111,0.178739,0.5775,0.168784,0.01764,0.01764,20420,332,0,4222,0,1.515,48.18,28501,375.5,1611,0.002,0.068,0.058,0.004,0.016,5.1,57.3
302,1410,0.5443,0.2722,4.7009,0.0617,0.0233,112,0.189593,0.587411,0.1851,0.018854,0.018854,10079,6552,0,4522,0,1.51,52.58,20907,375.5,1629,0.006,0.067,0.051,0.009,0.031,5.3,51
300,1416,0.6637,0.316,4.5247,0.0667,0.0201,112,0.272295,0.620982,0.380455,0.021098,0.018094,12093,5486,0,4420,0,1.5,18.05,19927,373.68,1654,0.009,0.146,0.098,0.021,0.026,6.1,58.4
290,1407,0.73,0.36,4.57,0.069,0.018,92,0.171953,0.570519,0.155734,0.016485,0.016491,22084,4924,0,4559,0,1.45,19.13,21231,346.47,1674,0.005,0.066,0.049,0.006,0.021,4.9,56.5
292,1390,0.4988,0.2919,4.5733,0.0624,0.025,90,0.162712,0.568456,0.145474,0.015277,0.014879,20170,4930,0,4531,0,1.46,17.58,19850,346.47,1677,0.003,0.078,0.05,0.004,0.025,4.5,44.8
302,1435,0.6643,0.3147,4.5354,0.064,0.0195,112,0.196488,0.596267,0.194024,0.019502,0.019503,14131,3534,0,4463,0,1.51,18,19694,375.5,1637,0.004,0.081,0.05,0.009,0.025,4.6,57.3
301,1412,0.6295,0.3444,4.5954,0.0692,0.0212,111,0.195413,0.640675,0.182458,0.018577,0.018252,20174,4949,0,4509,0,1.505,18.97,20978,373.68,1690,0.004,0.146,0.068,0.013,0.02,5.2,56.4
300,1400,0.4277,0.2773,4.778,0.0608,0.0262,110,0.182727,0.580227,0.175,0.018091,0.018091,12097,3835,0,4523,0,1.5,18.78,20793,371.87,1671,0.005,0.107,0.063,0.015,0.02,5.4,44.5
288,1421,0.5472,0.2983,4.4011,0.0657,0.0197,90,0.196889,0.590667,0.196889,0.019689,0.019689,20016,4034,0,4292,0,1.44,18.08,20242,342.85,1626,0.007,0.088,0.067,0.008,0.03,4.4,47.1
300,1439,0.62,0.27,4.78,0.061,0.016,111,0.197646,0.598109,0.195772,0.019653,0.019654,16019,4040,0,4054,0,1.5,29.23,21764,372.78,1629,0.004,0.064,0.052,0.024,0.032,4.7,55
301,1418,0.6162,0.3168,4.7838,0.0667,0.0172,81,0.186124,0.579634,0.17842,0.018152,0.018158,20089,3606,0,4424,0,1.505,47.48,25694,346.47,1638,0.004,0.086,0.117,0.007,0.028,4.4,49.8
302,1435,0.5,0.27,4.8,0.065,0.023,112,0.180026,0.622794,0.159342,0.016764,0.016444,14000,2409,0,4353,0,1.51,29.53,21770,375.5,1669,0.004,0.127,0.062,0.01,0.025,4.6,48.6
291,1432,0.5483,0.2783,4.5641,0.0604,0.0196,90,0.231332,1.544606,0.061994,0.009257,0.002581,22050,1597,0,4530,0,1.455,19,20966,345.57,1695,0.004,0.175,0.059,0.009,0.011,4.1,47.9
302,1403,0.64,0.36,4.81,0.07,0.015,111,0.129912,0.526495,0.095247,0.011993,0.011997,16026,3007,0,4588,0,1.51,18.7,20392,374.59,1687,0.004,0.211,0.069,0.013,0.012,4.4,54.9
302,1384,0.4372,0.2931,4.6958,0.0643,0.0253,111,0.192386,0.637706,0.178464,0.018306,0.01798,15906,496,0,4537,0,1.51,18.3,20122,374.59,1644,0.003,0.13,0.056,0.011,0.023,4.4,45.5
291,1421,0.6631,0.3387,4.9549,0.0665,0.0164,91,0.1798,0.67689,0.150859,0.016134,0.015348,21999,7694,0,4531,0,1.455,18.85,21137,346.47,1665,0.005,0.077,0.041,0.007,0.015,9,53.7
292,1439,0.54,0.26,4.77,0.057,0.02,91,0.197119,1.012709,0.11211,0.013123,0.010027,21981,11018,0,4443,0,1.46,19.18,21303,347.38,1698,0.004,0.091,0.068,0.006,0.021,8.6,48.7
290,1423,0.4666,0.2562,4.7307,0.0574,0.0231,92,0.165226,0.564431,0.145404,0.015705,0.015712,19932,3990,0,4456,0,1.45,18.22,20500,346.47,1683,0.004,0.099,0.06,0.006,0.02,8.8,43.3
300,1419,0.46,0.26,4.63,0.059,0.022,112,0.227857,0.574929,0.56375,0.023429,0.020054,13987,6664,0,4505,0,1.5,18.47,20842,373.68,1665,0.004,0.081,0.052,0.009,0.03,9.2,48
302,1425,0.57,0.25,4.81,0.057,0.017,112,0.19735,0.571335,0.339988,0.019864,0.018364,13978,7635,0,4551,0,1.51,17.67,19609,375.5,1668,0.004,0.097,0.066,0.013,0.027,9.5,53.2
291,1419,0.5582,0.342,4.9786,0.0663,0.0153,91,0.233997,1.57333,0.060729,0.009135,0.00226,21970,10046,0,4510,0,1.455,19,21414,346.47,1704,0.004,0.085,0.036,0.008,0.011,8,49.9
291,1372,0.31,0.26,4.48,0.065,0.037,92,0.233811,1.572272,0.060646,0.009124,0.002252,19973,3425,0,4535,0,1.455,17.33,19483,347.38,1653,0.003,0.103,0.04,0.005,0.017,8.1,36.8
295,1430,0.53,0.26,4.66,0.056,0.018,116,0.193055,0.591078,0.190183,0.019238,0.019238,14022,7102,0,4329,0,1.475,18.55,20764,372.78,1699,0.003,0.089,0.057,0.011,0.028,9.2,51.2
310,1371,0,0,0,0,0,100,0.224369,1.314085,0.096761,0.011981,0.006951,14009,3438,0,4460,0,1.55,17.62,20434,371.87,1588,0.003,0.103,0.062,0.01,0.025,7.8,22.4
